iter	Passed	Remaining
1679	10403	20559
1680	10409	20552
1681	10416	20547
1682	10422	20540
1683	10428	20534
1684	10434	20528
1685	10440	20521
1686	10446	20515
1687	10452	20509
1688	10458	20502
1689	10464	20496
1690	10471	20490
1691	10477	20483
1692	10483	20477
1693	10489	20471
1694	10495	20465
1695	10501	20458
1696	10508	20452
1697	10514	20446
1698	10520	20439
1699	10526	20433
1700	10532	20427
1701	10538	20421
1702	10545	20415
1703	10551	20409
1704	10557	20403
1705	10563	20396
1706	10570	20390
1707	10576	20385
1708	10583	20379
1709	10588	20372
1710	10596	20368
1711	10602	20363
1712	10608	20356
1713	10614	20349
1714	10620	20342
1715	10626	20336
1716	10632	20330
1717	10638	20322
1718	10644	20316
1719	10650	20310
1720	10656	20304
1721	10663	20298
1722	10669	20291
1723	10675	20285
1724	10681	20279
1725	10688	20273
1726	10694	20268
1727	10700	20262
1728	10707	20256
1729	10713	20250
1730	10720	20244
1731	10725	20237
1732	10731	20231
1733	10738	20225
1734	10744	20219
1735	10750	20213
1736	10757	20208
1737	10763	20201
1738	10769	20195
1739	10776	20189
1740	10782	20183
1741	10788	20177
1742	10794	20171
1743	10800	20164
1744	10807	20159
1745	10813	20152
1746	10819	20145
1747	10825	20140
1748	10831	20133
1749	10838	20127
1750	10844	20121
1751	10850	20115
1752	10856	20109
1753	10863	20103
1754	10869	20096
1755	10874	20089
1756	10880	20082
1757	10886	20077
1758	10893	20071
1759	10900	20065
1760	10906	20060
1761	10912	20053
1762	10918	20048
1763	10925	20042
1764	10931	20036
1765	10937	20030
1766	10944	20024
1767	10950	20018
1768	10956	20011
1769	10962	20005
1770	10969	20000
1771	10976	19994
1772	10982	19989
1773	10988	19982
1774	10994	19976
1775	11001	19971
1776	11007	19964
1777	11013	19958
1778	11019	19951
1779	11025	19944
1780	11030	19937
1781	11036	19930
1782	11043	19924
1783	11049	19918
1784	11054	19910
1785	11060	19903
1786	11066	19897
1787	11073	19891
1788	11079	19886
1789	11085	19879
1790	11091	19873
1791	11097	19867
1792	11104	19861
1793	11110	19854
1794	11116	19848
1795	11122	19842
1796	11128	19835
1797	11134	19829
1798	11140	19823
1799	11146	19815
1800	11152	19808
1801	11157	19801
1802	11163	19794
1803	11169	19788
1804	11176	19783
1805	11182	19776
1806	11188	19770
1807	11195	19764
1808	11201	19759
1809	11207	19753
1810	11214	19746
1811	11220	19740
1812	11226	19734
1813	11232	19728
1814	11238	19722
1815	11244	19715
1816	11251	19709
1817	11257	19703
1818	11263	19697
1819	11270	19691
1820	11276	19685
1821	11282	19679
1822	11288	19673
1823	11295	19667
1824	11301	19661
1825	11307	19654
1826	11313	19648
1827	11319	19641
1828	11325	19636
1829	11332	19629
1830	11338	19623
1831	11344	19617
1832	11350	19610
1833	11356	19603
1834	11361	19596
1835	11367	19590
1836	11374	19584
1837	11380	19578
1838	11387	19573
1839	11394	19568
1840	11400	19562
1841	11407	19557
1842	11413	19550
1843	11419	19544
1844	11425	19537
1845	11431	19531
1846	11437	19525
1847	11444	19519
1848	11450	19513
1849	11456	19507
1850	11463	19501
1851	11469	19495
1852	11475	19489
1853	11481	19483
1854	11487	19476
1855	11493	19470
1856	11500	19464
1857	11506	19458
1858	11512	19451
1859	11519	19446
1860	11524	19439
1861	11530	19432
1862	11536	19425
1863	11542	19418
1864	11548	19412
1865	11554	19405
1866	11560	19398
1867	11565	19391
1868	11572	19387
1869	11579	19381
1870	11585	19375
1871	11591	19369
1872	11597	19362
1873	11603	19356
1874	11610	19350
1875	11617	19345
1876	11623	19339
1877	11630	19333
1878	11636	19328
1879	11642	19322
1880	11648	19315
1881	11654	19309
1882	11661	19303
1883	11668	19298
1884	11673	19291
1885	11680	19285
1886	11686	19279
1887	11692	19273
1888	11698	19266
1889	11704	19260
1890	11711	19254
1891	11717	19248
1892	11723	19242
1893	11730	19236
1894	11736	19230
1895	11743	19224
1896	11749	19218
1897	11755	19212
1898	11762	19206
1899	11768	19200
1900	11774	19194
1901	11780	19188
1902	11787	19183
1903	11793	19177
1904	11800	19172
1905	11807	19166
1906	11813	19159
1907	11819	19153
1908	11825	19147
1909	11831	19141
1910	11837	19134
1911	11844	19129
1912	11850	19122
1913	11856	19116
1914	11863	19111
1915	11869	19105
1916	11875	19098
1917	11881	19092
1918	11887	19086
1919	11894	19080
1920	11900	19074
1921	11906	19068
1922	11913	19062
1923	11918	19055
1924	11925	19049
1925	11931	19042
1926	11937	19036
1927	11943	19030
1928	11949	19024
1929	11956	19018
1930	11962	19012
1931	11968	19006
1932	11975	19000
1933	11981	18994
1934	11988	18989
1935	11994	18983
1936	12001	18977
1937	12007	18971
1938	12014	18966
1939	12020	18960
1940	12026	18954
1941	12032	18947
1942	12038	18941
1943	12044	18934
1944	12050	18927
1945	12056	18921
1946	12062	18915
1947	12069	18909
1948	12075	18903
1949	12082	18897
1950	12088	18891
1951	12094	18885
1952	12100	18878
1953	12106	18872
1954	12113	18866
1955	12119	18860
1956	12126	18855
1957	12132	18848
1958	12138	18842
1959	12144	18835
1960	12149	18828
1961	12155	18821
1962	12161	18814
1963	12166	18807
1964	12172	18801
1965	12179	18796
1966	12186	18790
1967	12193	18785
1968	12199	18779
1969	12205	18773
1970	12211	18767
1971	12218	18760
1972	12224	18754
1973	12230	18748
1974	12236	18741
1975	12242	18735
1976	12248	18728
1977	12254	18722
1978	12260	18715
1979	12266	18709
1980	12273	18703
1981	12278	18697
1982	12284	18690
1983	12291	18684
1984	12297	18678
1985	12303	18672
1986	12309	18666
1987	12316	18660
1988	12322	18653
1989	12328	18648
1990	12335	18642
1991	12341	18636
1992	12347	18630
1993	12354	18624
1994	12360	18617
1995	12366	18611
1996	12371	18604
1997	12378	18599
1998	12385	18593
1999	12393	18589
2000	12400	18584
2001	12406	18579
2002	12413	18573
2003	12419	18567
2004	12426	18561
2005	12432	18555
2006	12438	18548
2007	12444	18542
2008	12450	18536
2009	12456	18530
2010	12462	18523
2011	12468	18517
2012	12474	18510
2013	12480	18504
2014	12487	18498
2015	12493	18492
2016	12500	18486
2017	12506	18480
2018	12512	18474
2019	12518	18468
2020	12524	18461
2021	12531	18456
2022	12537	18450
2023	12544	18444
2024	12550	18438
2025	12557	18432
2026	12563	18426
2027	12570	18421
2028	12576	18415
2029	12582	18408
2030	12588	18402
2031	12594	18395
2032	12601	18390
2033	12607	18383
2034	12613	18378
2035	12620	18372
2036	12626	18366
2037	12633	18360
2038	12639	18354
2039	12646	18349
2040	12652	18343
2041	12658	18336
2042	12664	18330
2043	12670	18324
2044	12677	18318
2045	12683	18312
2046	12689	18305
2047	12695	18299
2048	12701	18293
2049	12708	18287
2050	12714	18280
2051	12719	18273
2052	12725	18266
2053	12731	18260
2054	12738	18254
2055	12744	18248
2056	12749	18241
2057	12755	18234
2058	12761	18228
2059	12768	18222
2060	12774	18217
2061	12781	18211
2062	12787	18205
2063	12794	18200
2064	12801	18194
2065	12807	18188
2066	12814	18182
2067	12820	18176
2068	12826	18170
2069	12832	18164
2070	12838	18157
2071	12844	18151
2072	12850	18145
2073	12857	18138
2074	12863	18132
2075	12869	18126
2076	12875	18120
2077	12882	18114
2078	12888	18108
2079	12894	18101
2080	12900	18095
2081	12906	18089
2082	12913	18083
2083	12919	18077
2084	12925	18071
2085	12932	18065
2086	12938	18059
2087	12944	18053
2088	12950	18047
2089	12957	18040
2090	12963	18035
2091	12969	18028
2092	12976	18022
2093	12982	18016
2094	12989	18011
2095	12995	18005
2096	13002	17999
2097	13008	17993
2098	13014	17987
2099	13020	17980
2100	13026	17974
2101	13032	17968
2102	13039	17962
2103	13045	17956
2104	13051	17949
2105	13057	17943
2106	13063	17936
2107	13069	17929
2108	13075	17923
2109	13081	17917
2110	13087	17910
2111	13093	17904
2112	13099	17897
2113	13105	17890
2114	13110	17883
2115	13116	17877
2116	13123	17871
2117	13129	17865
2118	13135	17859
2119	13141	17852
2120	13147	17846
2121	13153	17840
2122	13160	17835
2123	13167	17828
2124	13173	17822
2125	13179	17816
2126	13186	17811
2127	13192	17805
2128	13198	17798
2129	13205	17793
2130	13211	17786
2131	13217	17780
2132	13223	17774
2133	13229	17767
2134	13235	17761
2135	13241	17754
2136	13247	17747
2137	13253	17741
2138	13258	17734
2139	13265	17728
2140	13270	17721
2141	13276	17714
2142	13283	17709
2143	13289	17702
2144	13294	17695
2145	13301	17689
2146	13307	17683
2147	13313	17676
2148	13319	17670
2149	13325	17664
2150	13331	17657
2151	13337	17651
2152	13344	17645
2153	13350	17639
2154	13356	17633
2155	13363	17627
2156	13369	17621
2157	13376	17616
2158	13383	17610
2159	13389	17604
2160	13396	17599
2161	13402	17593
2162	13408	17587
2163	13414	17580
2164	13420	17574
2165	13427	17567
2166	13433	17561
2167	13439	17555
2168	13446	17549
2169	13452	17543
2170	13458	17537
2171	13464	17531
2172	13471	17525
2173	13477	17519
2174	13483	17513
2175	13490	17507
2176	13496	17501
2177	13502	17495
2178	13508	17488
2179	13514	17481
2180	13520	17475
2181	13527	17470
2182	13532	17463
2183	13539	17457
2184	13545	17450
2185	13551	17445
2186	13558	17439
2187	13564	17433
2188	13571	17428
2189	13579	17424
2190	13586	17418
2191	13592	17412
2192	13599	17406
2193	13605	17401
2194	13612	17395
2195	13618	17389
2196	13625	17383
2197	13631	17377
2198	13637	17371
2199	13643	17364
2200	13649	17357
2201	13655	17351
2202	13661	17344
2203	13667	17338
2204	13673	17331
2205	13679	17325
2206	13685	17318
2207	13691	17312
2208	13697	17305
2209	13702	17299
2210	13708	17292
2211	13715	17286
2212	13721	17280
2213	13727	17274
2214	13733	17267
2215	13739	17261
2216	13745	17255
2217	13752	17249
2218	13758	17243
2219	13765	17238
2220	13773	17233
2221	13779	17227
2222	13786	17222
2223	13792	17216
2224	13799	17210
2225	13805	17204
2226	13812	17198
2227	13818	17192
2228	13824	17186
2229	13831	17180
2230	13837	17173
2231	13843	17167
2232	13849	17161
2233	13855	17155
2234	13862	17149
2235	13868	17143
2236	13874	17137
2237	13881	17131
2238	13887	17124
2239	13893	17118
2240	13899	17112
2241	13906	17106
2242	13913	17101
2243	13919	17094
2244	13924	17088
2245	13931	17081
2246	13936	17075
2247	13942	17067
2248	13947	17060
2249	13953	17054
2250	13960	17048
2251	13967	17043
2252	13974	17038
2253	13980	17031
2254	13986	17025
2255	13992	17018
2256	13998	17012
2257	14004	17006
2258	14010	17000
2259	14017	16994
2260	14022	16987
2261	14029	16981
2262	14035	16975
2263	14042	16969
2264	14048	16963
2265	14054	16957
2266	14061	16951
2267	14067	16945
2268	14073	16939
2269	14079	16932
2270	14086	16927
2271	14092	16920
2272	14098	16914
2273	14104	16907
2274	14110	16901
2275	14116	16895
2276	14122	16889
2277	14129	16883
2278	14135	16877
2279	14141	16871
2280	14148	16865
2281	14154	16859
2282	14161	16853
2283	14167	16847
2284	14174	16841
2285	14180	16835
2286	14187	16829
2287	14193	16823
2288	14199	16816
2289	14205	16811
2290	14211	16804
2291	14218	16798
2292	14224	16792
2293	14230	16786
2294	14237	16780
2295	14243	16774
2296	14249	16768
2297	14255	16762
2298	14262	16756
2299	14268	16749
2300	14275	16744
2301	14280	16737
2302	14286	16731
2303	14293	16725
2304	14299	16719
2305	14305	16712
2306	14311	16705
2307	14317	16699
2308	14322	16692
2309	14328	16685
2310	14335	16679
2311	14341	16673
2312	14347	16667
2313	14353	16661
2314	14360	16656
2315	14367	16650
2316	14373	16643
2317	14379	16637
2318	14386	16631
2319	14392	16625
2320	14398	16619
2321	14404	16613
2322	14410	16606
2323	14416	16600
2324	14422	16594
2325	14429	16587
2326	14435	16581
2327	14442	16576
2328	14448	16570
2329	14454	16564
2330	14461	16558
2331	14467	16551
2332	14473	16545
2333	14480	16539
2334	14486	16533
2335	14492	16527
2336	14498	16520
2337	14504	16514
2338	14510	16508
2339	14516	16502
2340	14522	16495
2341	14528	16489
2342	14535	16482
2343	14541	16476
2344	14547	16470
2345	14554	16464
2346	14560	16458
2347	14566	16452
2348	14573	16446
2349	14579	16440
2350	14586	16434
2351	14592	16428
2352	14598	16423
2353	14605	16416
2354	14611	16410
2355	14617	16404
2356	14623	16397
2357	14629	16391
2358	14635	16385
2359	14641	16378
2360	14648	16372
2361	14654	16366
2362	14660	16360
2363	14667	16354
2364	14673	16348
2365	14679	16342
2366	14686	16336
2367	14692	16330
2368	14698	16324
2369	14704	16317
2370	14710	16311
2371	14716	16305
2372	14722	16298
2373	14729	16292
2374	14735	16286
2375	14741	16280
2376	14747	16274
2377	14754	16268
2378	14760	16262
2379	14766	16255
2380	14773	16249
2381	14780	16244
2382	14786	16238
2383	14792	16232
2384	14799	16226
2385	14805	16220
2386	14811	16214
2387	14818	16208
2388	14824	16202
2389	14831	16196
2390	14836	16189
2391	14842	16182
2392	14848	16176
2393	14854	16169
2394	14860	16163
2395	14866	16157
2396	14872	16150
2397	14878	16144
2398	14885	16138
2399	14891	16132
2400	14897	16126
2401	14904	16120
2402	14910	16114
2403	14916	16107
2404	14923	16102
2405	14928	16095
2406	14935	16089
2407	14941	16083
2408	14947	16077
2409	14954	16071
2410	14961	16065
2411	14967	16059
2412	14973	16053
2413	14980	16047
2414	14987	16042
2415	14993	16035
2416	14999	16029
2417	15005	16022
2418	15011	16016
2419	15017	16010
2420	15023	16004
2421	15030	15998
2422	15036	15992
2423	15042	15985
2424	15048	15979
2425	15054	15972
2426	15060	15966
2427	15066	15960
2428	15072	15953
2429	15079	15947
2430	15084	15941
2431	15090	15934
2432	15096	15927
2433	15102	15921
2434	15108	15914
2435	15114	15908
2436	15120	15902
2437	15126	15895
2438	15132	15888
2439	15137	15882
2440	15144	15876
2441	15149	15869
2442	15156	15863
2443	15162	15857
2444	15168	15851
2445	15176	15846
2446	15183	15840
2447	15189	15834
2448	15195	15828
2449	15202	15822
2450	15208	15816
2451	15214	15810
2452	15220	15804
2453	15227	15798
2454	15233	15792
2455	15240	15786
2456	15247	15781
2457	15253	15775
2458	15260	15769
2459	15266	15762
2460	15272	15756
2461	15278	15750
2462	15285	15744
2463	15290	15737
2464	15296	15730
2465	15302	15724
2466	15307	15717
2467	15314	15711
2468	15320	15705
2469	15326	15699
2470	15332	15692
2471	15339	15686
2472	15344	15680
2473	15351	15673
2474	15357	15668
2475	15364	15662
2476	15371	15656
2477	15377	15650
2478	15384	15644
2479	15390	15638
2480	15396	15632
2481	15403	15626
2482	15409	15620
2483	15415	15614
2484	15422	15608
2485	15428	15602
2486	15434	15596
2487	15440	15589
2488	15446	15583
2489	15452	15576
2490	15458	15570
2491	15464	15563
2492	15470	15557
2493	15476	15550
2494	15481	15544
2495	15488	15537
2496	15493	15531
2497	15500	15524
2498	15505	15518
2499	15512	15512
2500	15518	15505
2501	15524	15499
2502	15530	15493
2503	15537	15487
2504	15543	15481
2505	15549	15474
2506	15555	15468
2507	15562	15463
2508	15569	15457
2509	15575	15451
2510	15581	15444
2511	15587	15438
2512	15593	15432
2513	15599	15426
2514	15606	15419
2515	15612	15413
2516	15618	15407
2517	15624	15400
2518	15629	15394
2519	15635	15387
2520	15641	15380
2521	15647	15374
2522	15653	15368
2523	15659	15361
2524	15665	15355
2525	15671	15349
2526	15677	15342
2527	15684	15336
2528	15690	15330
2529	15696	15324
2530	15703	15318
2531	15708	15311
2532	15715	15305
2533	15721	15299
2534	15727	15292
2535	15733	15286
2536	15739	15280
2537	15745	15274
2538	15752	15268
2539	15757	15261
2540	15764	15255
2541	15770	15249
2542	15776	15243
2543	15783	15237
2544	15789	15231
2545	15795	15225
2546	15801	15218
2547	15808	15212
2548	15814	15206
2549	15821	15200
2550	15827	15194
2551	15833	15188
2552	15840	15182
2553	15846	15176
2554	15852	15169
2555	15858	15163
2556	15865	15157
2557	15871	15152
2558	15878	15146
2559	15884	15139
2560	15890	15133
2561	15896	15127
2562	15903	15121
2563	15908	15114
2564	15914	15108
2565	15921	15102
2566	15927	15095
2567	15933	15089
2568	15939	15083
2569	15945	15076
2570	15951	15070
2571	15958	15065
2572	15965	15059
2573	15971	15053
2574	15978	15047
2575	15984	15041
2576	15991	15035
2577	15997	15029
2578	16003	15022
2579	16009	15016
2580	16015	15009
2581	16021	15003
2582	16026	14996
2583	16032	14990
2584	16038	14983
2585	16044	14977
2586	16050	14971
2587	16057	14965
2588	16063	14958
2589	16068	14952
2590	16075	14946
2591	16081	14940
2592	16088	14934
2593	16094	14927
2594	16100	14921
2595	16106	14915
2596	16113	14909
2597	16119	14903
2598	16125	14897
2599	16131	14890
2600	16137	14884
2601	16143	14877
2602	16149	14871
2603	16156	14866
2604	16163	14860
2605	16170	14854
2606	16177	14849
2607	16183	14843
2608	16189	14837
2609	16196	14831
2610	16202	14824
2611	16208	14818
2612	16215	14812
2613	16222	14807
2614	16228	14801
2615	16234	14795
2616	16241	14788
2617	16247	14783
2618	16254	14777
2619	16260	14770
2620	16266	14764
2621	16273	14758
2622	16279	14752
2623	16285	14746
2624	16292	14740
2625	16298	14734
2626	16304	14728
2627	16310	14721
2628	16316	14715
2629	16323	14709
2630	16329	14703
2631	16335	14697
2632	16341	14690
2633	16348	14684
2634	16354	14678
2635	16360	14672
2636	16367	14666
2637	16374	14661
2638	16380	14654
2639	16387	14649
2640	16393	14643
2641	16399	14636
2642	16405	14630
2643	16412	14624
2644	16418	14618
2645	16424	14612
2646	16430	14605
2647	16436	14599
2648	16443	14593
2649	16449	14587
2650	16455	14581
2651	16462	14575
2652	16468	14568
2653	16474	14562
2654	16480	14556
2655	16486	14550
2656	16493	14544
2657	16499	14537
2658	16505	14531
2659	16511	14525
2660	16518	14519
2661	16524	14513
2662	16530	14506
2663	16536	14500
2664	16543	14494
2665	16549	14488
2666	16554	14481
2667	16560	14474
2668	16567	14469
2669	16573	14463
2670	16580	14457
2671	16586	14451
2672	16593	14445
2673	16598	14438
2674	16605	14432
2675	16611	14426
2676	16618	14420
2677	16624	14414
2678	16630	14407
2679	16636	14401
2680	16642	14395
2681	16649	14389
2682	16655	14383
2683	16660	14376
2684	16667	14370
2685	16673	14364
2686	16679	14357
2687	16685	14351
2688	16692	14345
2689	16698	14339
2690	16704	14333
2691	16711	14327
2692	16717	14321
2693	16724	14315
2694	16730	14309
2695	16736	14303
2696	16742	14296
2697	16749	14290
2698	16755	14284
2699	16761	14278
2700	16767	14272
2701	16774	14266
2702	16780	14260
2703	16787	14254
2704	16793	14248
2705	16799	14242
2706	16806	14235
2707	16812	14229
2708	16818	14223
2709	16825	14217
2710	16831	14211
2711	16837	14205
2712	16843	14198
2713	16849	14192
2714	16855	14185
2715	16861	14179
2716	16867	14173
2717	16873	14166
2718	16879	14160
2719	16885	14154
2720	16891	14148
2721	16898	14141
2722	16904	14135
2723	16910	14128
2724	16915	14122
2725	16922	14116
2726	16929	14110
2727	16935	14105
2728	16942	14099
2729	16949	14093
2730	16955	14087
2731	16961	14081
2732	16968	14075
2733	16975	14069
2734	16981	14063
2735	16988	14057
2736	16994	14051
2737	17000	14044
2738	17006	14038
2739	17012	14031
2740	17018	14025
2741	17024	14019
2742	17030	14013
2743	17037	14007
2744	17043	14000
2745	17049	13994
2746	17055	13988
2747	17061	13982
2748	17067	13975
2749	17073	13969
2750	17079	13962
2751	17085	13956
2752	17091	13950
2753	17098	13944
2754	17104	13938
2755	17111	13932
2756	17117	13926
2757	17123	13920
2758	17130	13914
2759	17136	13907
2760	17142	13901
2761	17148	13895
2762	17155	13889
2763	17161	13883
2764	17167	13877
2765	17174	13871
2766	17180	13864
2767	17186	13858
2768	17192	13852
2769	17200	13847
2770	17207	13841
2771	17213	13835
2772	17219	13829
2773	17225	13822
2774	17231	13816
2775	17237	13810
2776	17243	13803
2777	17249	13797
2778	17255	13790
2779	17261	13784
2780	17267	13777
2781	17273	13771
2782	17279	13764
2783	17285	13759
2784	17292	13753
2785	17298	13747
2786	17305	13741
2787	17311	13735
2788	17318	13729
2789	17324	13723
2790	17331	13717
2791	17337	13710
2792	17343	13704
2793	17349	13698
2794	17355	13691
2795	17361	13685
2796	17368	13679
2797	17374	13673
2798	17381	13667
2799	17387	13661
2800	17394	13655
2801	17400	13649
2802	17407	13643
2803	17413	13637
2804	17419	13631
2805	17425	13625
2806	17431	13618
2807	17437	13612
2808	17443	13605
2809	17449	13599
2810	17455	13592
2811	17461	13586
2812	17467	13580
2813	17473	13574
2814	17479	13567
2815	17486	13561
2816	17492	13555
2817	17498	13549
2818	17505	13543
2819	17511	13537
2820	17518	13531
2821	17524	13525
2822	17531	13519
2823	17537	13513
2824	17544	13507
2825	17551	13501
2826	17557	13495
2827	17563	13489
2828	17570	13484
2829	17577	13477
2830	17583	13471
2831	17589	13465
2832	17596	13459
2833	17602	13453
2834	17608	13447
2835	17615	13441
2836	17621	13435
2837	17628	13429
2838	17634	13422
2839	17640	13416
2840	17646	13410
2841	17653	13404
2842	17659	13398
2843	17665	13392
2844	17672	13386
2845	17678	13379
2846	17684	13373
2847	17691	13367
2848	17697	13361
2849	17703	13355
2850	17710	13349
2851	17716	13343
2852	17722	13337
2853	17728	13330
2854	17734	13324
2855	17740	13318
2856	17747	13311
2857	17753	13306
2858	17760	13299
2859	17767	13294
2860	17773	13288
2861	17779	13281
2862	17785	13275
2863	17791	13269
2864	17797	13262
2865	17804	13256
2866	17810	13250
2867	17816	13244
2868	17823	13238
2869	17829	13232
2870	17835	13226
2871	17841	13219
2872	17848	13213
2873	17853	13207
2874	17860	13201
2875	17866	13194
2876	17872	13188
2877	17878	13182
2878	17884	13176
2879	17891	13169
2880	17897	13163
2881	17903	13157
2882	17908	13150
2883	17914	13144
2884	17920	13137
2885	17926	13131
2886	17932	13124
2887	17938	13118
2888	17944	13112
2889	17951	13106
2890	17958	13101
2891	17964	13094
2892	17971	13088
2893	17977	13082
2894	17983	13076
2895	17989	13069
2896	17996	13063
2897	18002	13057
2898	18008	13051
2899	18014	13045
2900	18020	13038
2901	18026	13032
2902	18033	13026
2903	18039	13020
2904	18045	13013
2905	18051	13007
2906	18057	13001
2907	18063	12995
2908	18069	12988
2909	18076	12982
2910	18082	12976
2911	18088	12970
2912	18094	12963
2913	18100	12957
2914	18106	12951
2915	18113	12945
2916	18119	12938
2917	18125	12932
2918	18131	12926
2919	18137	12919
2920	18143	12913
2921	18149	12907
2922	18156	12901
2923	18163	12895
2924	18169	12889
2925	18174	12882
2926	18180	12876
2927	18186	12869
2928	18192	12863
2929	18198	12856
2930	18203	12850
2931	18209	12843
2932	18215	12837
2933	18221	12831
2934	18228	12825
2935	18234	12818
2936	18241	12812
2937	18247	12806
2938	18253	12800
2939	18260	12794
2940	18266	12788
2941	18273	12782
2942	18279	12776
2943	18286	12770
2944	18292	12764
2945	18299	12758
2946	18305	12752
2947	18311	12746
2948	18318	12740
2949	18324	12734
2950	18330	12727
2951	18337	12721
2952	18343	12715
2953	18350	12709
2954	18357	12704
2955	18363	12697
2956	18370	12691
2957	18376	12685
2958	18382	12679
2959	18388	12673
2960	18395	12667
2961	18401	12661
2962	18408	12655
2963	18413	12648
2964	18420	12642
2965	18426	12636
2966	18433	12630
2967	18439	12624
2968	18445	12618
2969	18451	12611
2970	18457	12605
2971	18464	12599
2972	18470	12593
2973	18477	12587
2974	18483	12581
2975	18489	12574
2976	18495	12568
2977	18502	12562
2978	18508	12556
2979	18515	12550
2980	18521	12544
2981	18527	12538
2982	18533	12531
2983	18539	12525
2984	18546	12519
2985	18552	12513
2986	18559	12507
2987	18565	12501
2988	18571	12494
2989	18578	12489
2990	18585	12483
2991	18591	12477
2992	18598	12471
2993	18604	12465
2994	18610	12458
2995	18616	12452
2996	18623	12446
2997	18629	12440
2998	18635	12434
2999	18642	12428
3000	18648	12421
3001	18654	12415
3002	18660	12409
3003	18667	12403
3004	18673	12396
3005	18679	12390
3006	18685	12384
3007	18691	12377
3008	18697	12371
3009	18703	12365
3010	18709	12358
3011	18715	12352
3012	18721	12346
3013	18727	12340
3014	18733	12333
3015	18739	12327
3016	18746	12321
3017	18752	12315
3018	18758	12308
3019	18764	12302
3020	18771	12296
3021	18778	12290
3022	18784	12284
3023	18791	12278
3024	18797	12272
3025	18803	12266
3026	18810	12260
3027	18816	12254
3028	18823	12248
3029	18828	12241
3030	18835	12236
3031	18841	12229
3032	18848	12223
3033	18853	12217
3034	18860	12210
3035	18866	12204
3036	18871	12198
3037	18877	12191
3038	18883	12185
3039	18890	12179
3040	18895	12172
3041	18902	12166
3042	18908	12160
3043	18914	12153
3044	18920	12147
3045	18926	12141
3046	18932	12135
3047	18938	12128
3048	18945	12122
3049	18951	12116
3050	18957	12110
3051	18964	12104
3052	18969	12097
3053	18976	12092
3054	18983	12085
3055	18989	12079
3056	18995	12073
3057	19000	12066
3058	19007	12060
3059	19013	12054
3060	19019	12048
3061	19026	12042
3062	19032	12036
3063	19039	12029
3064	19045	12023
3065	19051	12017
3066	19058	12011
3067	19064	12005
3068	19071	11999
3069	19077	11993
3070	19083	11987
3071	19090	11981
3072	19096	11975
3073	19102	11968
3074	19109	11962
3075	19115	11956
3076	19121	11950
3077	19127	11944
3078	19134	11938
3079	19140	11931
3080	19146	11925
3081	19152	11919
3082	19159	11913
3083	19165	11906
3084	19172	11901
3085	19178	11894
3086	19184	11888
3087	19190	11882
3088	19197	11876
3089	19203	11870
3090	19209	11863
3091	19216	11857
3092	19222	11851
3093	19228	11845
3094	19234	11839
3095	19241	11833
3096	19247	11827
3097	19254	11820
3098	19259	11814
3099	19266	11808
3100	19272	11802
3101	19279	11796
3102	19285	11789
3103	19291	11783
3104	19297	11777
3105	19303	11770
3106	19309	11764
3107	19315	11758
3108	19321	11751
3109	19327	11745
3110	19333	11739
3111	19339	11733
3112	19346	11727
3113	19353	11721
3114	19359	11715
3115	19366	11709
3116	19372	11703
3117	19378	11696
3118	19385	11690
3119	19391	11684
3120	19397	11678
3121	19403	11671
3122	19409	11665
3123	19415	11659
3124	19421	11652
3125	19427	11646
3126	19433	11640
3127	19439	11633
3128	19445	11627
3129	19450	11620
3130	19456	11614
3131	19462	11608
3132	19468	11601
3133	19474	11595
3134	19480	11588
3135	19486	11582
3136	19492	11576
3137	19498	11569
3138	19504	11563
3139	19510	11557
3140	19516	11550
3141	19522	11544
3142	19528	11537
3143	19534	11531
3144	19540	11525
3145	19547	11519
3146	19553	11513
3147	19560	11507
3148	19567	11501
3149	19573	11495
3150	19580	11489
3151	19586	11483
3152	19591	11476
3153	19598	11470
3154	19604	11464
3155	19610	11458
3156	19617	11452
3157	19623	11445
3158	19629	11439
3159	19635	11433
3160	19642	11427
3161	19647	11420
3162	19654	11414
3163	19660	11408
3164	19666	11402
3165	19673	11396
3166	19679	11390
3167	19685	11384
3168	19692	11377
3169	19698	11371
3170	19704	11365
3171	19710	11359
3172	19716	11352
3173	19722	11346
3174	19729	11340
3175	19735	11334
3176	19741	11327
3177	19747	11321
3178	19754	11315
3179	19760	11309
3180	19766	11303
3181	19773	11297
3182	19779	11291
3183	19787	11285
3184	19793	11279
3185	19799	11273
3186	19805	11266
3187	19811	11260
3188	19817	11254
3189	19823	11247
3190	19829	11241
3191	19835	11235
3192	19841	11228
3193	19847	11222
3194	19853	11216
3195	19859	11209
3196	19865	11203
3197	19871	11197
3198	19877	11190
3199	19883	11184
3200	19890	11178
3201	19896	11172
3202	19902	11165
3203	19908	11159
3204	19914	11153
3205	19920	11147
3206	19926	11140
3207	19932	11134
3208	19938	11127
3209	19944	11121
3210	19950	11115
3211	19957	11109
3212	19963	11103
3213	19969	11097
3214	19977	11091
3215	19983	11085
3216	19989	11079
3217	19996	11073
3218	20002	11066
3219	20008	11060
3220	20014	11054
3221	20020	11047
3222	20026	11041
3223	20033	11035
3224	20039	11029
3225	20045	11023
3226	20051	11016
3227	20058	11010
3228	20064	11004
3229	20069	10998
3230	20075	10991
3231	20081	10985
3232	20087	10979
