iter	RMSE
338	1.383334414
339	1.381919784
340	1.381438161
341	1.379172869
342	1.377262522
343	1.376743378
344	1.375922258
345	1.373128284
346	1.372513922
347	1.372448279
348	1.371597133
349	1.370931031
350	1.368823931
351	1.368441799
352	1.367967336
353	1.366831175
354	1.365630076
355	1.364714893
356	1.364134889
357	1.363009581
358	1.361092191
359	1.359560166
360	1.357989498
361	1.357269657
362	1.357267725
363	1.356638568
364	1.355554568
365	1.355436409
366	1.355350478
367	1.354839415
368	1.352706839
369	1.352702845
370	1.351547209
371	1.351007128
372	1.34894023
373	1.346034181
374	1.345030356
375	1.344433233
376	1.343807467
377	1.342067242
378	1.342046878
379	1.341839016
380	1.341503741
381	1.341303022
382	1.340966309
383	1.340956711
384	1.340601718
385	1.3395169
386	1.339505334
387	1.337126643
388	1.336104412
389	1.334083923
390	1.33293545
391	1.332586726
392	1.331915609
393	1.331782586
394	1.331642331
395	1.329254768
396	1.328893002
397	1.326629792
398	1.325942418
399	1.324843318
400	1.32369571
401	1.323269926
402	1.322391633
403	1.320583844
404	1.320093204
405	1.31705559
406	1.31660135
407	1.316252645
408	1.315938924
409	1.314995018
410	1.314527133
411	1.313985439
412	1.313519068
413	1.311596929
414	1.310932702
415	1.309824282
416	1.309443376
417	1.30881557
418	1.307631538
419	1.306750638
420	1.306241179
421	1.305233349
422	1.305220202
423	1.304287543
424	1.303629404
425	1.30251239
426	1.302181754
427	1.301179878
428	1.300758207
429	1.300441726
430	1.30010543
431	1.300100847
432	1.299615312
433	1.299507533
434	1.297303782
435	1.297040239
436	1.296328289
437	1.295765131
438	1.293131153
439	1.29209373
440	1.292081556
441	1.291529894
442	1.29138416
443	1.291351984
444	1.290683248
445	1.289832657
446	1.289654759
447	1.287880164
448	1.287313495
449	1.286352846
450	1.285445992
451	1.285114736
452	1.284625639
453	1.283122248
454	1.282874247
455	1.28204128
456	1.281244357
457	1.280854766
458	1.277975172
459	1.277690108
460	1.277309011
461	1.277257509
462	1.277231073
463	1.276912183
464	1.275903479
465	1.275298908
466	1.275151318
467	1.274837766
468	1.273949469
469	1.2736141
470	1.273464506
471	1.272713525
472	1.272667081
473	1.270390069
474	1.270175985
475	1.269427752
476	1.268731931
477	1.268638312
478	1.2681916
479	1.267950641
480	1.265758542
481	1.265661188
482	1.265465264
483	1.263949768
484	1.263351991
485	1.263160489
486	1.261789694
487	1.261387166
488	1.260858558
489	1.26053874
490	1.260079889
491	1.260055489
492	1.259980835
493	1.259685139
494	1.258675758
495	1.258369781
496	1.258357911
497	1.257716734
498	1.257397065
499	1.256615745
500	1.256020802
501	1.251488396
502	1.251275332
503	1.250635542
504	1.250244355
505	1.24966755
506	1.249208012
507	1.247077064
508	1.244965698
509	1.244873099
510	1.24476441
511	1.244732306
512	1.244388935
513	1.243990675
514	1.243715005
515	1.243356274
516	1.242964906
517	1.242704096
518	1.242452439
519	1.242412346
520	1.242169456
521	1.241933236
522	1.241627547
523	1.241596706
524	1.241200814
525	1.240497805
526	1.240435424
527	1.238987807
528	1.238599164
529	1.238333136
530	1.238251077
531	1.235959319
532	1.235610488
533	1.23511967
534	1.234181544
535	1.234006504
536	1.23375816
537	1.233437886
538	1.231377073
539	1.230506729
540	1.229803873
541	1.229001262
542	1.2285144
543	1.227561259
544	1.227317243
545	1.227233477
546	1.226959934
547	1.226906837
548	1.225846681
549	1.225482395
550	1.225410498
551	1.223691543
552	1.223463638
553	1.223166454
554	1.222247104
555	1.221751958
556	1.221685694
557	1.221315873
558	1.220734315
559	1.220504166
560	1.220121942
561	1.219648471
562	1.219314196
563	1.218843801
564	1.218502263
565	1.218011726
566	1.217783737
567	1.216733393
568	1.21664498
569	1.216024863
570	1.215418157
571	1.215217989
572	1.215024917
573	1.215005954
574	1.213774922
575	1.213210376
576	1.212781309
577	1.212756415
578	1.212703417
579	1.212324107
580	1.212282755
581	1.212143092
582	1.212107043
583	1.211851917
584	1.210982104
585	1.210578104
586	1.21020896
587	1.210065184
588	1.20869379
589	1.208687086
590	1.208615701
591	1.208593614
592	1.208484686
593	1.208435116
594	1.20792589
595	1.207475337
596	1.207379271
597	1.207372889
598	1.207350779
599	1.206896062
600	1.206652344
601	1.206325795
602	1.206282657
603	1.205928997
604	1.205743069
605	1.205450743
606	1.205256237
607	1.205029461
608	1.205023594
609	1.204951069
610	1.204885265
611	1.204508967
612	1.204281918
613	1.203651604
614	1.203385971
615	1.203057545
616	1.202860736
617	1.202854132
618	1.20266416
619	1.202117396
620	1.201802837
621	1.201203762
622	1.200795282
623	1.200483354
624	1.1998476
625	1.199524564
626	1.198335705
627	1.197965839
628	1.196775233
629	1.195717995
630	1.195655205
631	1.195332896
632	1.195225286
633	1.194936504
634	1.194813232
635	1.194506659
636	1.194363054
637	1.194133078
638	1.194117909
639	1.19254359
640	1.19245445
641	1.192317061
642	1.191791682
643	1.191511336
644	1.1914954
645	1.191438722
646	1.187391345
647	1.186762168
648	1.186057772
649	1.186050872
650	1.185999963
651	1.18398441
652	1.18396287
653	1.183768994
654	1.183368191
655	1.1827315
656	1.182717999
657	1.182652436
658	1.182480518
659	1.181247267
660	1.180990654
661	1.18092735
662	1.180821521
663	1.180695228
664	1.180417496
665	1.180344873
666	1.179378334
667	1.179139169
668	1.178637238
669	1.17835093
670	1.177867819
671	1.177862221
672	1.177141902
673	1.176717845
674	1.176248584
675	1.176193738
676	1.175991489
677	1.17561662
678	1.175362225
679	1.175246702
680	1.175114739
681	1.17507796
682	1.175049698
683	1.174828723
684	1.174789703
685	1.174480406
686	1.174241597
687	1.17420134
688	1.173969783
689	1.173003951
690	1.17281619
691	1.172695267
692	1.172627518
693	1.171868661
694	1.171260517
695	1.171039572
696	1.170967385
697	1.170875245
698	1.170421765
699	1.170201749
700	1.166459413
701	1.166444973
702	1.166439593
703	1.166201521
704	1.166138913
705	1.165716374
706	1.164921098
707	1.164300659
708	1.164190726
709	1.16417892
710	1.16402195
711	1.163880865
712	1.163155167
713	1.163075659
714	1.162511164
715	1.162087852
716	1.162053806
717	1.161730928
718	1.161415075
719	1.161185758
720	1.161143201
721	1.160822671
722	1.160811926
723	1.160611787
724	1.160417708
725	1.160176278
726	1.159890825
727	1.159820752
728	1.159124795
729	1.158739328
730	1.158102474
731	1.157855553
732	1.156766591
733	1.15674214
734	1.154923668
735	1.154858798
736	1.15432277
737	1.153966956
738	1.153781089
739	1.153743492
740	1.153561032
741	1.15350101
742	1.15196877
743	1.151440195
744	1.151145122
745	1.151120138
746	1.149985282
747	1.149930704
748	1.149914502
749	1.149894121
750	1.149863928
751	1.149846689
752	1.149508806
753	1.149222536
754	1.149196265
755	1.14821904
756	1.147787585
757	1.147707947
758	1.146577059
759	1.146293833
760	1.145610186
761	1.145542256
762	1.145528039
763	1.144880436
764	1.144304639
765	1.144120154
766	1.143783045
767	1.143729213
768	1.142803555
769	1.141120502
770	1.140945982
771	1.140679954
772	1.14044187
773	1.139610657
774	1.139584514
775	1.138867925
776	1.138802453
777	1.138782152
778	1.138362578
779	1.138338256
780	1.13792187
781	1.137853272
782	1.13778886
783	1.136200087
784	1.136183025
785	1.136161873
786	1.135404744
787	1.135054128
788	1.134232836
789	1.13417743
790	1.134116942
791	1.133249929
792	1.133075037
793	1.132900259
794	1.13229283
795	1.132174246
796	1.131933986
797	1.131546909
798	1.130852731
799	1.130617601
800	1.130598067
801	1.13033614
802	1.130311294
803	1.130229125
804	1.130177458
805	1.129730568
806	1.129355926
807	1.12930035
808	1.129295602
809	1.128798885
810	1.128750074
811	1.128680286
812	1.128280509
813	1.12784597
814	1.127813742
815	1.12779835
816	1.127746326
817	1.127318452
818	1.127152755
819	1.127085616
820	1.126577594
821	1.125739779
822	1.125703469
823	1.125271711
824	1.124405191
825	1.1236056
826	1.123541714
827	1.122190884
828	1.122164016
829	1.122148972
830	1.122139308
831	1.12195663
832	1.121327049
833	1.120867309
834	1.120831798
835	1.119951237
836	1.119532519
837	1.11949143
838	1.119384264
839	1.118997922
840	1.118979498
841	1.118941371
842	1.117594683
843	1.117536319
844	1.116193097
845	1.116176085
846	1.116015674
847	1.115920812
848	1.115452328
849	1.115297476
850	1.115063769
851	1.115018596
852	1.114800723
853	1.114646137
854	1.114632131
855	1.114147061
856	1.113999337
857	1.113696128
858	1.113662885
859	1.113225244
860	1.113151342
861	1.112525668
862	1.112282415
863	1.1122387
864	1.111965626
865	1.111955874
866	1.111715568
867	1.111686161
868	1.110774068
869	1.109991928
870	1.109922857
871	1.109880875
872	1.109864912
873	1.109666074
874	1.10918603
875	1.108878137
876	1.108340659
877	1.108335355
878	1.107724246
879	1.107685624
880	1.107510282
881	1.10726851
882	1.107179607
883	1.106716755
884	1.106247891
885	1.105768555
886	1.105728463
887	1.105700082
888	1.105479474
889	1.105459603
890	1.105322147
891	1.105284231
892	1.105144669
893	1.104761366
894	1.104752089
895	1.104715089
896	1.104402676
897	1.103599823
898	1.10257689
899	1.102185161
900	1.102010675
901	1.101993444
902	1.101391296
903	1.100996043
904	1.100731331
905	1.100695567
906	1.100004489
907	1.099864907
908	1.099542771
909	1.099538797
910	1.099393845
911	1.099376031
912	1.099075293
913	1.099041644
914	1.098589862
915	1.098411658
916	1.097174823
917	1.096781057
918	1.096070115
919	1.096040651
920	1.09603159
921	1.09586649
922	1.095824441
923	1.095413581
924	1.09531668
925	1.095313271
926	1.095281284
927	1.09519188
928	1.095160977
929	1.095140628
930	1.09424531
931	1.094135236
932	1.093888474
933	1.093108207
934	1.093098395
935	1.093057293
936	1.092550937
937	1.092523086
938	1.092430729
939	1.09212375
940	1.092094688
941	1.092079302
942	1.09197734
943	1.091552331
944	1.091525255
945	1.091517358
946	1.091498179
947	1.091257736
948	1.091202332
949	1.090997908
950	1.090957091
951	1.090520392
952	1.090349649
953	1.09029868
954	1.090131983
955	1.090112852
956	1.089251768
957	1.088703798
958	1.088674134
959	1.088646403
960	1.088592179
961	1.088369052
962	1.088361679
963	1.088302076
964	1.088103422
965	1.088079984
966	1.087976589
967	1.08792036
968	1.087892829
969	1.087792447
970	1.087759179
971	1.087463593
972	1.08711732
973	1.087091048
974	1.086935591
975	1.086257847
976	1.085917408
977	1.085883937
978	1.08584794
979	1.085631932
980	1.085607161
981	1.085577375
982	1.085031431
983	1.084705622
984	1.084693061
985	1.084211083
986	1.084123441
987	1.083979835
988	1.083453508
989	1.083428063
990	1.082605179
991	1.082497518
992	1.082434692
993	1.082227107
994	1.081718031
995	1.081376016
996	1.081371608
997	1.08131375
998	1.080520909
999	1.080433998
1000	1.08031656
1001	1.080184694
1002	1.079917603
1003	1.07987817
1004	1.079229011
1005	1.079081624
1006	1.079050664
1007	1.079022171
1008	1.078406533
1009	1.078130785
1010	1.078121905
1011	1.078099392
1012	1.077756819
1013	1.077579409
1014	1.07750531
1015	1.077483522
1016	1.077462471
1017	1.077425271
1018	1.077077762
1019	1.076624217
1020	1.07597974
1021	1.07531685
1022	1.075292469
1023	1.075279428
1024	1.074672587
1025	1.074639504
1026	1.074603722
1027	1.074530602
1028	1.07444376
1029	1.074304184
1030	1.074299673
1031	1.074255708
1032	1.073603482
1033	1.073018609
1034	1.072999988
1035	1.072997322
1036	1.072975924
1037	1.072842711
1038	1.072762657
1039	1.072739588
1040	1.072701409
1041	1.072214522
1042	1.069025385
1043	1.069008144
1044	1.068991496
1045	1.068932819
1046	1.068896177
1047	1.068695998
1048	1.068614704
1049	1.068603849
1050	1.068583887
1051	1.068493476
1052	1.068477676
1053	1.06837428
1054	1.066885099
1055	1.066869908
1056	1.066849541
1057	1.066828838
1058	1.066814205
1059	1.066652478
1060	1.066004656
1061	1.065047997
1062	1.064797479
1063	1.064663056
1064	1.064638319
1065	1.06453037
1066	1.063744477
1067	1.063196774
1068	1.063182053
1069	1.063174917
1070	1.063096489
1071	1.063077843
1072	1.063064541
1073	1.063015888
1074	1.06283654
1075	1.06273282
1076	1.062701645
1077	1.062694618
1078	1.062681759
1079	1.062670807
1080	1.060071643
1081	1.06004485
1082	1.06003342
1083	1.059532689
1084	1.059143268
1085	1.059132354
1086	1.059126353
1087	1.059113676
1088	1.05910955
1089	1.058729504
1090	1.058723951
1091	1.058710818
1092	1.058591083
1093	1.058575135
1094	1.057990102
1095	1.057977374
1096	1.057753046
1097	1.056960648
1098	1.054753023
1099	1.054639581
1100	1.054634082
1101	1.054607527
1102	1.052872985
1103	1.052817107
1104	1.052808391
1105	1.052610511
1106	1.05236443
1107	1.052246011
1108	1.052202483
1109	1.052138264
1110	1.052120934
1111	1.052118669
1112	1.05099185
1113	1.050821489
1114	1.050712877
1115	1.050264362
1116	1.050052384
1117	1.04981766
1118	1.049791362
1119	1.04973638
1120	1.049154104
1121	1.048777912
1122	1.048598667
1123	1.047856855
1124	1.047831266
1125	1.047809013
1126	1.047321553
1127	1.047252635
1128	1.047185608
1129	1.047179691
1130	1.047176694
1131	1.046094829
1132	1.046083399
1133	1.046060387
1134	1.046008778
1135	1.045775426
1136	1.045720803
1137	1.044843816
1138	1.044046528
1139	1.043095665
1140	1.042950828
1141	1.042945571
1142	1.042910568
1143	1.042900398
1144	1.042886877
1145	1.042799533
1146	1.042705324
1147	1.042702619
1148	1.04220633
1149	1.041984707
1150	1.041980018
1151	1.041969839
1152	1.041887908
1153	1.04183392
1154	1.041571334
1155	1.041558825
1156	1.041281483
1157	1.040471081
1158	1.040468599
1159	1.040459474
1160	1.040392583
1161	1.040375516
1162	1.04036345
1163	1.039143229
1164	1.03763143
1165	1.037610107
1166	1.037059097
1167	1.037049329
1168	1.036726182
1169	1.036722963
1170	1.036527531
1171	1.035646902
1172	1.035410025
1173	1.035407646
1174	1.035397594
1175	1.035086903
1176	1.035077462
1177	1.035024692
1178	1.035020201
1179	1.035011182
1180	1.032295551
1181	1.032274425
1182	1.032258955
1183	1.032250489
1184	1.032241984
1185	1.032013102
1186	1.03180261
1187	1.031754408
1188	1.031732963
1189	1.031725802
1190	1.031663927
1191	1.031639438
1192	1.031375644
1193	1.031196533
1194	1.031188906
1195	1.031185593
1196	1.029937297
1197	1.029767272
1198	1.029763723
1199	1.029716583
1200	1.029584756
1201	1.029577464
1202	1.029575188
1203	1.029398272
1204	1.029382914
1205	1.029375813
1206	1.029373343
1207	1.02937041
1208	1.02915714
1209	1.02915548
1210	1.028719807
1211	1.028525906
1212	1.028522893
1213	1.028338148
1214	1.025733003
1215	1.025730099
1216	1.025473074
1217	1.0253777
1218	1.025232762
1219	1.025226834
1220	1.025223773
1221	1.023929647
1222	1.023926621
1223	1.023923751
1224	1.023890696
1225	1.023874984
1226	1.023858456
1227	1.022284848
1228	1.021793687
1229	1.020652732
1230	1.020631715
1231	1.020589952
1232	1.020585243
1233	1.019054215
1234	1.019037609
1235	1.019005293
1236	1.018980071
1237	1.018976992
1238	1.01888253
1239	1.018880931
1240	1.018526084
1241	1.018259634
1242	1.017716531
1243	1.017682807
1244	1.017586312
1245	1.017023048
1246	1.017022228
1247	1.017013518
1248	1.01701094
1249	1.016319281
1250	1.016273511
1251	1.016228364
1252	1.016222735
1253	1.016220194
1254	1.016218826
1255	1.016205575
1256	1.016175123
1257	1.016160659
1258	1.016154913
1259	1.01615245
1260	1.015885611
1261	1.015872043
1262	1.015869462
1263	1.015866881
1264	1.015842989
1265	1.01584033
1266	1.015806074
1267	1.015798566
1268	1.01578918
1269	1.015358219
1270	1.015355989
1271	1.01522261
1272	1.015218032
1273	1.015215567
1274	1.015213376
1275	1.01521052
1276	1.015208368
1277	1.015164152
1278	1.014968404
1279	1.014020556
1280	1.013885631
1281	1.013885121
1282	1.013883084
1283	1.01386749
1284	1.013251979
1285	1.011753672
1286	1.011742561
1287	1.011741029
1288	1.011629596
1289	1.011571754
1290	1.011569752
1291	1.011562487
1292	1.011560523
1293	1.011558678
1294	1.011399938
1295	1.010886591
1296	1.010884823
1297	1.010616908
1298	1.010616554
1299	1.010605745
1300	1.01044198
1301	1.009941166
1302	1.009672489
1303	1.009278156
1304	1.008451726
1305	1.008449757
1306	1.008447866
1307	1.006882721
1308	1.006498149
1309	1.006042359
1310	1.005997424
1311	1.005996042
1312	1.004565645
1313	1.004536383
1314	1.003453398
1315	1.002634171
1316	1.00263223
1317	1.002619829
1318	1.002617768
1319	1.001580342
1320	1.001578518
1321	1.001440171
1322	1.001073269
1323	1.000628705
1324	1.000288311
1325	1.000287914
1326	0.9999564621
1327	0.9999546745
1328	0.9999429952
1329	0.9999233704
1330	0.9999216225
1331	0.9999190402
1332	0.9998942107
1333	0.9998824513
1334	0.9997028638
1335	0.9983406439
1336	0.9982955613
1337	0.9982605443
1338	0.9980578993
1339	0.9978271076
1340	0.9977829175
1341	0.9977661566
1342	0.997735182
1343	0.9974801031
1344	0.9974738507
1345	0.9974733728
1346	0.9973472418
1347	0.9973311507
1348	0.9973012779
1349	0.9973008398
1350	0.9972759053
1351	0.9966500676
1352	0.9966483139
1353	0.996637393
1354	0.9966356392
1355	0.9966251965
1356	0.9966130397
1357	0.9962978287
1358	0.9962969915
1359	0.9962965927
1360	0.9962274139
1361	0.9962179637
1362	0.9960490418
1363	0.9946846534
1364	0.9942184937
1365	0.9925620788
1366	0.9925012448
1367	0.9925006844
1368	0.992470226
1369	0.9918490456
1370	0.9914160512
1371	0.9912722388
1372	0.990805957
1373	0.9908034312
1374	0.9900348862
1375	0.9900293492
1376	0.990027664
1377	0.9900045124
1378	0.9899881013
1379	0.9894638066
1380	0.9881739826
1381	0.9878147
1382	0.9877964831
1383	0.9874471605
1384	0.9872269252
1385	0.9871829045
1386	0.9867777731
1387	0.9867543842
1388	0.984632062
1389	0.9846303675
1390	0.9843036515
1391	0.9842848046
1392	0.9840656781
1393	0.9840569589
1394	0.9838817502
1395	0.9838601901
1396	0.9838578887
1397	0.9838573638
1398	0.9838545779
1399	0.9835274426
1400	0.9815037393
1401	0.9815032537
1402	0.9814680828
1403	0.9814635093
1404	0.9814593404
1405	0.981452298
1406	0.9814137253
1407	0.9807530594
1408	0.980742407
1409	0.9787889219
1410	0.9787871768
1411	0.9787866898
1412	0.9785171721
1413	0.978512666
1414	0.9785073479
1415	0.977937823
1416	0.9779220625
1417	0.9769799486
1418	0.9763527374
1419	0.9751229322
1420	0.9750805242
1421	0.973878848
1422	0.9738766046
1423	0.9737225322
1424	0.9736428145
1425	0.9736271884
1426	0.9733533037
1427	0.9731932298
1428	0.9730180246
1429	0.973015126
1430	0.9728864366
1431	0.9728633262
1432	0.9728585489
1433	0.9728506683
1434	0.9728479326
1435	0.9728103662
1436	0.972193295
1437	0.9718733929
1438	0.9718650956
1439	0.9706937735
1440	0.9706096326
1441	0.9706019385
1442	0.9705951446
1443	0.9705485686
1444	0.9705473408
1445	0.9705393186
1446	0.9703463587
1447	0.9703249891
1448	0.9702195672
1449	0.9697421386
1450	0.9697368954
1451	0.9691789393
1452	0.968039986
1453	0.968033051
1454	0.9679731787
1455	0.967970265
1456	0.9679623857
1457	0.9675664496
1458	0.9675639863
1459	0.9671302234
1460	0.9671110829
1461	0.9671086595
1462	0.9670045711
1463	0.9670021885
1464	0.9669682156
1465	0.9666058591
1466	0.9663007153
1467	0.9662933568
1468	0.9660875425
1469	0.9660804702
1470	0.9656560781
1471	0.9656381014
1472	0.9656357566
1473	0.964514118
1474	0.9645086815
1475	0.9643770446
1476	0.9632807864
1477	0.9628438974
1478	0.9628412983
1479	0.9627798241
1480	0.9627775135
1481	0.9624965794
1482	0.9622764956
1483	0.9613860706
1484	0.9610333483
1485	0.9610020992
1486	0.9609878797
1487	0.9609853169
1488	0.9608436472
1489	0.9608411667
1490	0.9607818385
1491	0.9607503744
1492	0.9607431801
1493	0.9607407407
1494	0.9607237884
1495	0.9607175035
1496	0.9607151053
1497	0.9605078889
1498	0.9603483627
1499	0.9600665522
1500	0.9599331475
1501	0.9595349332
1502	0.9595324079
1503	0.9595300067
1504	0.9594724191
1505	0.9594293607
1506	0.9583760219
1507	0.9583736593
1508	0.9580417622
1509	0.9580395647
1510	0.9579649693
1511	0.9579558051
1512	0.9579516584
1513	0.9579492948
1514	0.9579478849
1515	0.9579456042
1516	0.9579434479
1517	0.956904871
1518	0.9569027539
1519	0.9568467933
1520	0.9567742638
1521	0.9567721464
1522	0.9559266274
1523	0.9558885623
1524	0.9541374245
1525	0.9541353429
1526	0.9538943408
1527	0.9538541956
1528	0.9538281253
1529	0.9538262512
1530	0.953645655
1531	0.9536440305
1532	0.9534811061
1533	0.9533020696
1534	0.9523758929
1535	0.9523358089
1536	0.9519786902
1537	0.9519765621
1538	0.9519745592
1539	0.951972598
1540	0.9519688842
1541	0.9517047528
1542	0.9516650161
1543	0.9516567514
1544	0.951602486
1545	0.9515937197
1546	0.9515891279
1547	0.951363264
1548	0.95129967
1549	0.9512976239
1550	0.9508383094
1551	0.9508295362
1552	0.9508276562
1553	0.9506925371
1554	0.9497283896
1555	0.9497224503
1556	0.9497156743
1557	0.9497117845
1558	0.9496486237
1559	0.9482875563
1560	0.9482700462
1561	0.9479051936
1562	0.947897399
1563	0.9478462711
1564	0.9474799556
1565	0.9465414094
1566	0.9456191971
1567	0.9455724831
1568	0.9455631148
1569	0.9455611403
1570	0.9449562897
1571	0.944954314
1572	0.9447216499
1573	0.944676952
1574	0.9440270166
1575	0.9439838849
1576	0.9438607908
1577	0.9438475336
1578	0.9438358755
1579	0.9429458567
1580	0.9428608405
1581	0.9428550264
1582	0.9428133157
1583	0.9427731622
1584	0.942759384
1585	0.9424931774
1586	0.9419911964
1587	0.9414216066
1588	0.9413544715
1589	0.9413334144
1590	0.9413308402
1591	0.9413286881
1592	0.9413262827
1593	0.9406216671
1594	0.9404551351
1595	0.9404528965
1596	0.9401988809
1597	0.9401093064
1598	0.9401068134
1599	0.9401030105
1600	0.9399392182
1601	0.9399367247
1602	0.9399321604
1603	0.9398272601
1604	0.9397056083
1605	0.9396512446
1606	0.939646848
1607	0.939609138
1608	0.9394681772
1609	0.939128076
1610	0.9389671173
1611	0.9389649174
1612	0.9389599253
1613	0.9387034745
1614	0.9384381492
1615	0.9384360751
1616	0.9384281594
1617	0.9384153757
1618	0.938374272
1619	0.9383392203
1620	0.9383281711
1621	0.9379110005
1622	0.9378966426
1623	0.937834084
1624	0.9377184008
1625	0.9376837058
1626	0.9376822655
1627	0.9376150322
1628	0.937606686
1629	0.9375589796
1630	0.9371030623
1631	0.937098569
1632	0.9370979755
1633	0.9370956441
